			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
US 75 Northbound	03:20:00	Car	11859	100.00	98761.91	8.33	43679.58	3.68	60195.14	5.08			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11859	100.00	98807.41	8.33	43701.28	3.69	60220.95	5.08			Truck	4	N/A	45.50	11.38	21.69	5.42	25.82	6.46			
US 75 Southbound	03:20:00	Car	10195	100.00	90700.83	8.90	40523.79	3.97	57404.65	5.63			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10195	100.00	90792.23	8.91	40563.30	3.98	57464.61	5.64			Truck	12	N/A	91.40	7.62	39.51	3.29	59.96	5.00			
Entire System	03:25:00	Car	103108	98.54	982598.00	9.53	393343.66	3.81	437295.91	4.24			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1530	1.46	11043.10	7.22	725.58	0.47	10812.00	7.07			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	104638	100.00	994398.00	9.50	394355.94	3.77	448433.88	4.29			Truck	33	N/A	756.90	22.94	286.70	8.69	325.97	9.88			
Greenville Ave Northbound	03:25:00	Car	6706	100.00	23882.09	3.56	10830.86	1.62	8123.47	1.21			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6706	100.00	23906.59	3.56	10841.66	1.62	8132.34	1.21			Truck	3	N/A	24.50	8.17	10.80	3.60	8.87	2.96			
Greenville Ave Southbound	03:25:00	Car	4742	100.00	13888.10	2.93	5188.45	1.09	5525.43	1.17			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4742	100.00	13901.80	2.93	5192.52	1.10	5531.64	1.17			Truck	5	N/A	13.70	2.74	4.07	0.81	6.21	1.24			
IH 635 Eastbound	03:25:00	Car	4616	100.00	27172.38	5.89	12263.00	2.66	16967.35	3.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4616	100.00	27172.38	5.89	12263.00	2.66	16967.35	3.68			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	03:25:00	Car	4591	100.00	16713.40	3.64	1059.47	0.23	17913.29	3.90			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4591	100.00	16713.40	3.64	1059.47	0.23	17913.29	3.90			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	03:25:00	Car	1764	100.00	5520.90	3.13	363.96	0.21	5923.88	3.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1764	100.00	5520.90	3.13	363.96	0.21	5923.88	3.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	03:25:00	Car	1859	100.00	4297.90	2.31	285.91	0.15	4578.51	2.46			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1859	100.00	4297.90	2.31	285.91	0.15	4578.51	2.46			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	03:25:00	Car	19583	100.00	42866.46	2.19	21316.50	1.09	14433.96	0.74			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	19583	100.00	42894.96	2.19	21326.86	1.09	14445.87	0.74			Truck	8	N/A	28.50	3.56	10.36	1.30	11.91	1.49			
US 75 Frontage Rd Southbound	03:25:00	Car	16509	100.00	39943.71	2.42	22519.61	1.36	11296.87	0.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	16509	100.00	39999.81	2.42	22553.46	1.37	11311.84	0.69			Truck	18	N/A	56.10	3.12	33.85	1.88	14.97	0.83			
US 75 HOV Northbound	03:25:00	Car	460	100.00	2900.20	6.30	72.58	0.16	2953.46	6.42			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	460	100.00	2900.20	6.30	72.58	0.16	2953.46	6.42			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	03:25:00	Car	214	100.00	1414.20	6.61	39.11	0.18	1456.92	6.81			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	214	100.00	1414.20	6.61	39.11	0.18	1456.92	6.81			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	03:25:00	Car	12163	100.00	101844.09	8.37	46846.82	3.85	60084.57	4.94			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12163	100.00	101889.59	8.38	46868.57	3.85	60110.31	4.94			Truck	4	N/A	45.50	11.38	21.75	5.44	25.76	6.44			
US 75 Southbound	03:25:00	Car	10319	100.00	87325.37	8.46	34938.29	3.39	59882.12	5.80			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10319	100.00	87406.66	8.47	34967.62	3.39	59942.01	5.81			Truck	11	N/A	81.30	7.39	29.33	2.67	59.90	5.45			
Entire System	03:30:00	Car	104623	98.58	992661.00	9.49	392070.94	3.75	445292.84	4.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1511	1.42	10693.70	7.08	697.88	0.46	10472.84	6.93			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	106134	100.00	1004081.44	9.46	393054.91	3.70	456076.47	4.30			Truck	27	N/A	726.70	26.91	286.10	10.60	310.79	11.51			
Greenville Ave Northbound	03:30:00	Car	7145	100.00	24143.39	3.38	10816.95	1.51	8334.27	1.17			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7145	100.00	24165.29	3.38	10826.38	1.52	8342.31	1.17			Truck	4	N/A	21.90	5.47	9.43	2.36	8.04	2.01			
Greenville Ave Southbound	03:30:00	Car	4929	100.00	13959.00	2.83	5348.32	1.09	5470.26	1.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4929	100.00	13976.70	2.84	5354.56	1.09	5477.55	1.11			Truck	6	N/A	17.70	2.95	6.24	1.04	7.29	1.22			
IH 635 Eastbound	03:30:00	Car	4607	100.00	24378.80	5.29	9184.73	1.99	17309.43	3.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4607	100.00	24378.80	5.29	9184.73	1.99	17309.43	3.76			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	03:30:00	Car	4506	100.00	16215.91	3.60	1008.63	0.22	17423.63	3.87			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4506	100.00	16215.91	3.60	1008.63	0.22	17423.63	3.87			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	03:30:00	Car	1919	100.00	5988.80	3.12	394.67	0.21	6421.52	3.35			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1919	100.00	5988.80	3.12	394.67	0.21	6421.52	3.35			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	03:30:00	Car	1861	100.00	4302.20	2.31	282.56	0.15	4581.63	2.46			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1861	100.00	4302.20	2.31	282.56	0.15	4581.63	2.46			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	03:30:00	Car	19715	100.00	43710.75	2.22	21872.60	1.11	14605.58	0.74			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	19715	100.00	43741.05	2.22	21884.98	1.11	14617.34	0.74			Truck	12	N/A	30.30	2.53	12.38	1.03	11.76	0.98			
US 75 Frontage Rd Southbound	03:30:00	Car	16515	100.00	37431.11	2.27	20210.23	1.22	11190.36	0.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	16515	100.00	37488.11	2.27	20242.42	1.23	11206.95	0.68			Truck	19	N/A	57.00	3.00	32.19	1.69	16.59	0.87			
US 75 HOV Northbound	03:30:00	Car	454	100.00	2811.60	6.19	69.18	0.15	2887.35	6.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	454	100.00	2811.60	6.19	69.18	0.15	2887.35	6.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	03:30:00	Car	196	100.00	1335.60	6.81	36.36	0.19	1363.68	6.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	196	100.00	1335.60	6.81	36.36	0.19	1363.68	6.96			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	03:30:00	Car	12302	100.00	106784.69	8.68	50905.37	4.14	61007.80	4.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12302	100.00	106832.48	8.68	50928.15	4.14	61034.93	4.96			Truck	3	N/A	47.80	15.93	22.79	7.60	27.13	9.04			
US 75 Southbound	03:30:00	Car	10395	100.00	82815.72	7.97	28993.76	2.79	61566.27	5.92			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10395	100.00	82889.52	7.97	29013.45	2.79	61628.79	5.93			Truck	12	N/A	73.80	6.15	19.68	1.64	62.52	5.21			
Entire System	03:35:00	Car	105824	98.62	995975.38	9.41	389041.09	3.68	448726.62	4.24			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1482	1.38	10281.39	6.94	681.20	0.46	10062.21	6.79			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	107306	100.00	1006938.69	9.38	389995.22	3.63	459075.25	4.28			Truck	25	N/A	681.90	27.28	272.94	10.92	286.25	11.45			
Greenville Ave Northbound	03:35:00	Car	7485	100.00	24603.39	3.29	10949.53	1.46	8519.18	1.14			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7485	100.00	24623.99	3.29	10960.09	1.46	8525.43	1.14			Truck	5	N/A	20.60	4.12	10.56	2.11	6.25	1.25			
Greenville Ave Southbound	03:35:00	Car	5138	100.00	13994.40	2.72	5524.19	1.08	5367.96	1.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5138	100.00	14011.60	2.73	5529.93	1.08	5375.25	1.05			Truck	6	N/A	17.20	2.87	5.74	0.96	7.29	1.22			
IH 635 Eastbound	03:35:00	Car	4481	100.00	22116.11	4.94	7254.42	1.62	16973.24	3.79			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4481	100.00	22116.11	4.94	7254.42	1.62	16973.24	3.79			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	03:35:00	Car	4371	100.00	15345.21	3.51	947.43	0.22	16498.29	3.77			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4371	100.00	15345.21	3.51	947.43	0.22	16498.29	3.77			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	03:35:00	Car	2065	100.00	6211.00	3.01	418.53	0.20	6657.49	3.22			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2065	100.00	6211.00	3.01	418.53	0.20	6657.49	3.22			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	03:35:00	Car	1869	100.00	4366.91	2.34	279.73	0.15	4653.25	2.49			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1869	100.00	4366.91	2.34	279.73	0.15	4653.25	2.49			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	03:35:00	Car	20142	100.00	44672.66	2.22	22141.18	1.10	15080.58	0.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	20142	100.00	44707.96	2.22	22157.06	1.10	15093.41	0.75			Truck	13	N/A	35.30	2.72	15.88	1.22	12.83	0.99			
US 75 Frontage Rd Southbound	03:35:00	Car	16663	100.00	34369.11	2.06	17268.50	1.04	11116.83	0.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	16663	100.00	34423.91	2.07	17294.84	1.04	11135.71	0.67			Truck	20	N/A	54.80	2.74	26.35	1.32	18.88	0.94			
US 75 HOV Northbound	03:35:00	Car	440	100.00	2729.20	6.20	65.54	0.15	2775.03	6.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	440	100.00	2729.20	6.20	65.54	0.15	2775.03	6.31			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	03:35:00	Car	192	100.00	1224.80	6.38	32.82	0.17	1245.65	6.49			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	192	100.00	1224.80	6.38	32.82	0.17	1245.65	6.49			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	03:35:00	Car	12301	100.00	111791.92	9.09	55407.57	4.50	61544.05	5.00			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12301	100.00	111834.72	9.09	55429.73	4.51	61566.45	5.00			Truck	3	N/A	42.80	14.27	22.15	7.38	22.40	7.47			
US 75 Southbound	03:35:00	Car	10231	100.00	77540.55	7.58	24089.76	2.35	60986.37	5.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10231	100.00	77602.24	7.59	24104.97	2.36	61040.26	5.97			Truck	10	N/A	61.70	6.17	15.21	1.52	53.89	5.39			
Entire System	03:40:00	Car	106317	98.65	989940.06	9.31	384391.19	3.62	446488.59	4.20			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1458	1.35	10033.89	6.88	663.60	0.46	9821.23	6.74			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	107775	100.00	1000587.62	9.28	385305.84	3.58	456562.84	4.24			Truck	26	N/A	613.50	23.60	251.06	9.66	252.91	9.73			
Greenville Ave Northbound	03:40:00	Car	7473	100.00	24319.19	3.25	10627.09	1.42	8528.64	1.14			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7473	100.00	24334.69	3.26	10635.28	1.42	8533.27	1.14			Truck	4	N/A	15.50	3.87	8.18	2.05	4.63	1.16			
Greenville Ave Southbound	03:40:00	Car	4899	100.00	13700.20	2.80	5560.07	1.13	5140.62	1.05			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4899	100.00	13716.40	2.80	5565.64	1.14	5147.42	1.05			Truck	5	N/A	16.20	3.24	5.57	1.11	6.81	1.36			
IH 635 Eastbound	03:40:00	Car	4229	100.00	21583.91	5.10	6938.80	1.64	16721.96	3.95			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4229	100.00	21583.91	5.10	6938.80	1.64	16721.96	3.95			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	03:40:00	Car	4183	100.00	14661.02	3.50	904.46	0.22	15751.46	3.77			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4183	100.00	14661.02	3.50	904.46	0.22	15751.46	3.77			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	03:40:00	Car	2068	100.00	6182.10	2.99	409.33	0.20	6634.09	3.21			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2068	100.00	6182.10	2.99	409.33	0.20	6634.09	3.21			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	03:40:00	Car	1888	100.00	4273.61	2.26	276.26	0.15	4553.47	2.41			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1888	100.00	4273.61	2.26	276.26	0.15	4553.47	2.41			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	03:40:00	Car	20456	100.00	45248.38	2.21	22290.86	1.09	15389.65	0.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	20456	100.00	45278.28	2.21	22303.43	1.09	15401.04	0.75			Truck	12	N/A	29.90	2.49	12.57	1.05	11.39	0.95			
US 75 Frontage Rd Southbound	03:40:00	Car	16585	100.00	31293.71	1.89	14253.32	0.86	11093.54	0.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	16585	100.00	31337.71	1.89	14272.54	0.86	11109.85	0.67			Truck	16	N/A	44.00	2.75	19.22	1.20	16.32	1.02			
US 75 HOV Northbound	03:40:00	Car	484	100.00	2764.80	5.71	67.48	0.14	2828.20	5.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	484	100.00	2764.80	5.71	67.48	0.14	2828.20	5.84			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	03:40:00	Car	182	100.00	1257.80	6.91	32.93	0.18	1281.72	7.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	182	100.00	1257.80	6.91	32.93	0.18	1281.72	7.04			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	03:40:00	Car	12404	100.00	114935.30	9.27	58741.38	4.74	61308.98	4.94			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12404	100.00	114978.01	9.27	58765.11	4.74	61329.57	4.94			Truck	5	N/A	42.70	8.54	23.72	4.74	20.59	4.12			
US 75 Southbound	03:40:00	Car	10053	100.00	72290.61	7.19	20056.47	2.00	59437.48	5.91			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10053	100.00	72341.31	7.20	20068.30	2.00	59482.11	5.92			Truck	7	N/A	50.70	7.24	11.83	1.69	44.64	6.38			
Entire System	03:45:00	Car	106332	98.67	984871.25	9.26	380712.03	3.58	444678.16	4.18			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1431	1.33	9740.19	6.81	656.90	0.46	9520.92	6.65			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	107763	100.00	995176.44	9.23	381605.56	3.54	454427.88	4.22			Truck	27	N/A	564.40	20.90	236.62	8.76	228.85	8.48			
Greenville Ave Northbound	03:45:00	Car	7459	100.00	24541.70	3.29	10619.97	1.42	8687.88	1.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7459	100.00	24551.79	3.29	10625.77	1.42	8690.65	1.17			Truck	3	N/A	10.10	3.37	5.80	1.93	2.76	0.92			
Greenville Ave Southbound	03:45:00	Car	4673	100.00	13037.40	2.79	5359.37	1.15	4827.30	1.03			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4673	100.00	13057.60	2.79	5367.39	1.15	4835.10	1.03			Truck	4	N/A	20.20	5.05	8.01	2.00	7.80	1.95			
IH 635 Eastbound	03:45:00	Car	4162	100.00	21920.02	5.27	7178.96	1.72	16846.38	4.05			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4162	100.00	21920.02	5.27	7178.96	1.72	16846.38	4.05			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	03:45:00	Car	4044	100.00	14144.91	3.50	860.72	0.21	15202.60	3.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4044	100.00	14144.91	3.50	860.72	0.21	15202.60	3.76			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	03:45:00	Car	2058	100.00	6183.10	3.00	416.80	0.20	6627.07	3.22			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2058	100.00	6183.10	3.00	416.80	0.20	6627.07	3.22			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
